ASIN,ID,TOPIC,RATEABLE,SENTIMENT SCORE,SNIPPET,SUBTOPICS,QUESTION,ANSWER,QA SCORE,NOUNS,ADJECTIVES,VERBS
B087DH51VB,RLTS5I9HITTXI,call,TRUE,0.893681905,"by seeing features i was quite impressed and thought to purchase, but while using the buds was totally disappointed me, completely cheated as they mention some features are ok like sound quality but noise cancellation and all false information, the buds is not supporting phone calls and all, they whom we called or whom called we got hear my voice like echo disturbance and some time bucktooth is not at all supporting, keep on need to do unpaired and paired, and come to about battery life it totally distorted completely false information, they mention it will come 4hrs ear buds and 15hrs charge life for box, but buds charging will not come even you use 2hrs, and box also just two to three charge it will become low, my point of view the buds is not worthy product","{""call"": 0.8936819045355346}",what's good about call?,they whom we called or whom called we got hear my voice like echo disturbance,0.002266161,"['voice', 'echo', 'disturbance']",[],"['called', 'called', 'got', 'hear']"
B087DH51VB,R3ALPH6HCJWAAJ,battery,TRUE,-0.472292455,worst battery life and connectivity... battery does not last for a hour,"{""battery"": -0.967501580313707, ""battery life"": 0.02291666965860456}",what's bad about battery?,does not last for a hour,0.300404131,['hour'],[],['last']
B087DH51VB,R3118Q57M1GZ3Z,working,FALSE,0.944124931,"only issue one can have is fitting, thought that is working fine with me, it is worth to buy","{""working"": 0.9441249308378328}",what's good about working?,working fine with me,0.105606951,[],[],['working']
B087DH51VB,RAU6TAJ9R2Q1J,air bud,FALSE,0.004215213,i bought these airbuds after much research as i wanted it to attend zoom meetings for wfh purpose,"{""air bud"": 0.004215213324601008}",,,,[],[],[]
B087DH51VB,RAU6TAJ9R2Q1J,range,FALSE,0.97207135,i believe it is best in this range,"{""range"": 0.9720713501005056}",what's good about range?,i believe it,0.048668236,[],[],['believe']
B087DH51VB,R1DADO4MNVYCXO,battery,TRUE,0.936040865,"low battery backup , 4","{""battery backup"": 0.9360408652901548}",what's good about battery backup?,low,0.822062314,[],['low'],[]
B087DH51VB,RK7107SH1OSFJ,connectivity,FALSE,-0.987950191,missing pairing issue right bud gets totally disconnected and needs factory reset for re-pairing the bud,"{""disconnection"": -0.9879501904692176}",what's bad about disconnection?,missing pairing issue,0.034824979,['issue'],[],"['missing', 'pairing']"
B087DH51VB,RK7107SH1OSFJ,factory reset,FALSE,0.003213539,missing pairing issue right bud gets totally disconnected and needs factory reset for re-pairing the bud,"{""factory reset"": 0.0032135389268566628}",,,,[],[],[]
B087DH51VB,RLTS5I9HITTXI,battery,TRUE,0.986658461,"by seeing features i was quite impressed and thought to purchase, but while using the buds was totally disappointed me, completely cheated as they mention some features are ok like sound quality but noise cancellation and all false information, the buds is not supporting phone calls and all, they whom we called or whom called we got hear my voice like echo disturbance and some time bucktooth is not at all supporting, keep on need to do unpaired and paired, and come to about battery life it totally distorted completely false information, they mention it will come 4hrs ear buds and 15hrs charge life for box, but buds charging will not come even you use 2hrs, and box also just two to three charge it will become low, my point of view the buds is not worthy product","{""battery life"": 0.9866584613912994}",what's good about battery life?,15hrs charge life for box,0.004309633,"['15hrs', 'charge', 'life', 'box']",[],[]
B087DH51VB,R3118Q57M1GZ3Z,battery,TRUE,0.006758653,battery life is decent,"{""battery life"": 0.006758653353464095}",,,,[],[],[]
B087DH51VB,RAU6TAJ9R2Q1J,price,TRUE,0.996848133,best in class and value for money,"{""value for money"": 0.9968481328673333}",what's good about value for money?,best in class,0.426291347,['class'],['best'],[]
B087DH51VB,R3RO5MRUN4U85O,time,FALSE,0.010409688,at times it stops functioning for a fraction of second,"{""time"": 0.01040968793249114}",,,,[],[],[]
B087DH51VB,RK7107SH1OSFJ,mi,TRUE,-0.7010447,doubt it as a fake mi product delivery... i m a fan of mi products specially sound quality in ear phones & speaker... searched thrice for security code which is must on a genuine mi product... all in all my view is that i have got a fake mi product else would have a different opinion all together,"{""mi"": -0.7010446996868555}",what's bad about mi?,i have got a fake mi product,0.167732269,"['mi', 'product']",['fake'],['got']
B087DH51VB,R3RCNZIYLTBM8H,vocal,TRUE,-0.968705909,i have used 2 monthas and i found the sound quality to be ok and the voice does not come true when calling,"{""voice"": -0.9687059084753453}",what's bad about voice?,the voice does not come true when calling,0.273856729,['voice'],['true'],"['come', 'calling']"
B087DH51VB,R3118Q57M1GZ3Z,sound quality,TRUE,0.979484069,lhdc code support provides awesome sound quality,"{""sound quality"": 0.9794840684739072}",what's good about sound quality?,lhdc code support,0.544519067,"['lhdc', 'code', 'support']",[],[]
B087DH51VB,RAU6TAJ9R2Q1J,vocal,TRUE,0.990721526,my primary requirement was excellent voice quality for incoming and outgoing conversation and it lived upto it,"{""voice quality"": 0.9907215262706015}",what's good about voice quality?,incoming and outgoing conversation,0.12829937,['conversation'],"['incoming', 'outgoing']",[]
B087DH51VB,R3RO5MRUN4U85O,connectivity,FALSE,0.0054659,mi true wireless ear phones 2,"{""wireless"": 0.005465899506272992}",,,,[],[],[]
B087DH51VB,R1DADO4MNVYCXO,price,TRUE,0.983816182,too much cost also,"{""cost"": 0.9838161818458893}",what's good about cost?,too much cost,0.179213449,['cost'],['much'],[]
B087DH51VB,R2AA3S7V5Y8TE9,price,TRUE,0.976037771,good on this price,"{""price"": 0.9760377707486732}",what's good about price?,good on this price,0.008541675,['price'],['good'],[]
B087DH51VB,R3RO5MRUN4U85O,ear phone,TRUE,-0.954834919,mi true wireless ear phones 2,"{""ear phone"": -0.9548349186276519}",what's bad about ear phone?,mi true wireless ear phones 2,0.019798813,"['mi', 'ear', 'phones']","['true', 'wireless']",[]
B087DH51VB,RK7107SH1OSFJ,security code,FALSE,-0.954022216,searched thrice for security code which is must on a genuine mi product,"{""security code"": -0.9540222163317542}",what's bad about security code?,must on a genuine mi product,0.017594721,"['mi', 'product']",['genuine'],['must']
B087DH51VB,RK7107SH1OSFJ,pairing,FALSE,-0.965579527,missing pairing issue right bud gets totally disconnected and needs factory reset for re- pairing the bud,"{""pairing"": -0.9655795270271115}",what's bad about pairing?,missing pairing issue,0.258947998,['issue'],[],"['missing', 'pairing']"
B087DH51VB,R2RKVHPVRMXJPE,customer care,FALSE,0.944973208,"i puchased in 3 sep 20 , while on regular charger i charged the case with provided lead, suddenly charging port of case heated and burned, from that time case not working, i approached service centre they told me its physical damaged not cover under warranty","{""service centre"": 0.9449732083597837}",what's good about service centre?,its physical damaged,0.100734383,[],['physical'],['damaged']
B087DH51VB,RAU6TAJ9R2Q1J,pairing,FALSE,0.979653484,battery life is also very good and very easy to pair,"{""pairing"": 0.9796534844456042}",what's good about pairing?,battery life,0.793691456,"['battery', 'life']",[],[]
B087DH51VB,RK7107SH1OSFJ,battery,TRUE,-0.919439579,battery sucks in 4 hours i have charged the case twice and buds from 100% to 60% comes in less then 5 mins,"{""battery"": -0.9194395792983043}",what's bad about battery?,sucks,0.375980169,['sucks'],[],[]
B087DH51VB,R2RKVHPVRMXJPE,working,FALSE,0,"i puchased in 3 sep 20 , while on regular charger i charged the case with provided lead, suddenly charging port of case heated and burned, from that time case not working , i approached service centre they told me its physical damaged not cover under warranty","{""working"": 0.0}",,,,[],[],[]
B087DH51VB,RK7107SH1OSFJ,ear bud,TRUE,-0.457773734,missing pairing issue right bud gets totally disconnected and needs factory reset for re-pairing the bud ... battery sucks in 4 hours i have charged the case twice and buds from 100% to 60% comes in less then 5 mins,"{""bud"": -0.4577737337758466}",what's bad about bud?,missing pairing issue right bud gets totally disconnected,0.142363623,"['issue', 'bud']",['right'],"['missing', 'pairing', 'gets', 'disconnected']"
B087DH51VB,RK7107SH1OSFJ,speaker,FALSE,0.011734043,i m a fan of mi products specially sound quality in ear phones & speaker,"{""speaker"": 0.011734043477379025}",,,,[],[],[]
B087DH51VB,R119YPLHDGGGEX,sound quality,TRUE,0.02270679,sound is best but no comfort after paying this much amount it slips from ear,"{""sound"": 0.022706790444371572}",,,,[],[],[]
B087DH51VB,RLTS5I9HITTXI,purchase,FALSE,0.818029334,"by seeing features i was quite impressed and thought to purchase , but while using the buds was totally disappointed me, completely cheated as they mention some features are ok like sound quality but noise cancellation and all false information, the buds is not supporting phone calls and all, they whom we called or whom called we got hear my voice like echo disturbance and some time bucktooth is not at all supporting, keep on need to do unpaired and paired, and come to about battery life it totally distorted completely false information, they mention it will come 4hrs ear buds and 15hrs charge life for box, but buds charging will not come even you use 2hrs, and box also just two to three charge it will become low, my point of view the buds is not worthy product","{""purchase"": 0.8180293338609173}",what's good about purchase?,features i was quite impressed and thought to purchase,0.043713827,['features'],['impressed'],"['thought', 'purchase']"
B087DH51VB,RAU6TAJ9R2Q1J,incoming,FALSE,0.024769491,my primary requirement was excellent voice quality for incoming and outgoing conversation and it lived upto it,"{""incoming"": 0.024769491136959143}",,,,[],[],[]
B087DH51VB,RK7107SH1OSFJ,view,FALSE,-0.981393802,all in all my view is that i have got a fake mi product else would have a different opinion all together,"{""view"": -0.9813938021682393}",what's bad about view?,i have got a fake mi product,0.096495822,"['mi', 'product']",['fake'],['got']
B087DH51VB,R13UPUTYERV7LT,quality,TRUE,0.948319146,call quality in a quiet room is totally fine but not tried outdoors sound quality is good enough good comfort,"{""quality"": 0.9483191460016716}",what's good about quality?,sound quality is good enough good comfort,0.261004835,"['quality', 'comfort']","['sound', 'good', 'enough', 'good']",[]
B087DH51VB,R3RCNZIYLTBM8H,sound quality,TRUE,0.004308417,i have used 2 monthas and i found the sound quality to be ok and the voice does not come true when calling,"{""sound quality"": 0.004308416838078033}",,,,[],[],[]
B087DH51VB,RDPLK4J7VP8CS,packaging,FALSE,0.492071055,product box is opened already... box is open,"{""box"": 0.49207105493645775}",what's good about box?,box is open,0.117877334,['box'],['open'],[]
B087DH51VB,R3ALPH6HCJWAAJ,connectivity,TRUE,0.952884686,worst battery life and connectivity,"{""connect"": 0.9528846859728588}",what's good about connect?,worst battery life,0.004019921,"['battery', 'life']",['worst'],[]
B087DH51VB,R3ALPH6HCJWAAJ,disconnection,FALSE,0.00227386,disconnecting from device continuously,"{""disconnection"": 0.002273860081861978}",,,,[],[],[]
B087DH51VB,RAU6TAJ9R2Q1J,battery,TRUE,0.998444978,battery life is also very good and very easy to pair,"{""battery life"": 0.9984449782347558}",what's good about battery life?,very easy to pair,0.596897244,[],['easy'],['pair']
B087DH51VB,RAU6TAJ9R2Q1J,zoom,FALSE,0.029050658,i bought these airbuds after much research as i wanted it to attend zoom meetings for wfh purpose,"{""zoom"": 0.02905065803199386}",,,,[],[],[]
B087DH51VB,RK7107SH1OSFJ,fan,FALSE,0.986153497,i m a fan of mi products specially sound quality in ear phones & speaker,"{""fan"": 0.9861534970849684}",what's good about fan?,sound quality,0.309090436,['quality'],['sound'],[]
B087DH51VB,R3ALPH6HCJWAAJ,hour,FALSE,-0.957238043,battery does not last for a hour,"{""hour"": -0.9572380432455376}",what's bad about hour?,battery,0.290148973,['battery'],[],[]
B087DH51VB,R2RKVHPVRMXJPE,charge,TRUE,0.013679195,"i puchased in 3 sep 20 , while on regular charger i charged the case with provided lead, suddenly charging port of case heated and burned, from that time case not working, i approached service centre they told me its physical damaged not cover under warranty","{""charging"": 0.013679195283950563}",,,,[],[],[]
B087DH51VB,R2RKVHPVRMXJPE,case,TRUE,0.919193726,"i puchased in 3 sep 20 , while on regular charger i charged the case with provided lead, suddenly charging port of case heated and burned, from that time case not working, i approached service centre they told me its physical damaged not cover under warranty","{""case"": 0.9191937256599327}",what's good about case?,not working,0.088701732,[],[],['working']
B087DH51VB,R10QB58F1PLJ99,working,FALSE,0,fake product delivered that was not working,"{""working"": 0.0}",,,,[],[],[]
B087DH51VB,RK7107SH1OSFJ,product delivery,FALSE,-0.987149678,doubt it as a fake mi product delivery,"{""product delivery"": -0.9871496775342432}",what's bad about product delivery?,doubt it as a fake mi product delivery,0.083148934,"['mi', 'product', 'delivery']",['fake'],['doubt']
B087DH51VB,RK7107SH1OSFJ,case,TRUE,-0.865408724,battery sucks in 4 hours i have charged the case twice and buds from 100% to 60% comes in less then 5 mins,"{""case"": -0.8654087240167812}",what's bad about case?,battery,0.107126154,['battery'],[],[]
B087DH51VB,R3ALPH6HCJWAAJ,device,TRUE,-0.916252177,disconnecting from device continuously,"{""device"": -0.916252177082824}",what's bad about device?,disconnecting,0.003001741,[],[],['disconnecting']
B087DH51VB,RAU6TAJ9R2Q1J,outgoing,FALSE,0.919544901,my primary requirement was excellent voice quality for incoming and outgoing conversation and it lived upto it,"{""outgoing"": 0.9195449012850583}",what's good about outgoing?,excellent voice quality,0.02049057,"['voice', 'quality']",['excellent'],[]
B087DH51VB,RK7107SH1OSFJ,ear phone,TRUE,0.010601004,i m a fan of mi products specially sound quality in ear phones & speaker,"{""ear phone"": 0.010601004140908643}",,,,[],[],[]
B087DH51VB,R13UPUTYERV7LT,call,TRUE,0.03964091,call quality in a quiet room is totally fine but not tried outdoors sound quality is good enough good comfort,"{""call"": 0.039640910305028754}",,,,[],[],[]
B087DH51VB,RLTS5I9HITTXI,phone call,FALSE,0.967566245,"by seeing features i was quite impressed and thought to purchase, but while using the buds was totally disappointed me, completely cheated as they mention some features are ok like sound quality but noise cancellation and all false information, the buds is not supporting phone calls and all, they whom we called or whom called we got hear my voice like echo disturbance and some time bucktooth is not at all supporting, keep on need to do unpaired and paired, and come to about battery life it totally distorted completely false information, they mention it will come 4hrs ear buds and 15hrs charge life for box, but buds charging will not come even you use 2hrs, and box also just two to three charge it will become low, my point of view the buds is not worthy product","{""phone call"": 0.9675662449397151}",what's good about phone call?,sound quality but noise cancellation,0.00011254,"['quality', 'noise', 'cancellation']",['sound'],[]
B087DH51VB,R2RKVHPVRMXJPE,device battery,FALSE,0.859116856,device battery and warranty issue,"{""device battery"": 0.8591168556452764}",what's good about device battery?,warranty issue,0.002490321,"['warranty', 'issue']",[],[]
B087DH51VB,R2RKVHPVRMXJPE,charger,FALSE,0.016594118,"i puchased in 3 sep 20 , while on regular charger i charged the case with provided lead, suddenly charging port of case heated and burned, from that time case not working, i approached service centre they told me its physical damaged not cover under warranty","{""charger"": 0.016594117509629747}",,,,[],[],[]
B087DH51VB,R1DADO4MNVYCXO,sound volume,FALSE,-0.978379855,"low sound volume , 3","{""sound volume"": -0.9783798553586038}",what's bad about sound volume?,low,0.152906984,[],['low'],[]
B087DH51VB,R1IM503WCBN7NK,charge,TRUE,-0.007976129,not charging ... we are not able to charge at all,"{""charging"": -0.007976129493347028}",,,,[],[],[]
B087DH51VB,RK7107SH1OSFJ,sound quality,TRUE,0.99270016,i m a fan of mi products specially sound quality in ear phones & speaker,"{""sound quality"": 0.9927001602071552}",what's good about sound quality?,mi products,0.251228362,"['mi', 'products']",[],[]
B087DH51VB,R18JCXUAG2QADG,tws,TRUE,0.890005545,"quality is not as per the mark,, voice breaks alot,, and battery life is not good you can opt other tws also,,there are more better options in the market available","{""tws"": 0.890005544653663}",what's good about tws?,there are more better options in the market available,0.32764262,"['options', 'market']","['better', 'available']",[]
B087DH51VB,R127F7OMUF3B3I,hour,FALSE,0.045210162,"they mentioned about 4 hours battery backup on buds, but getting only about 2 hours on 50:% volume","{""hour"": 0.04521016154866778}",,,,[],[],[]
B087DH51VB,R18JCXUAG2QADG,vocal,TRUE,-0.916502919,"quality is not as per the mark,, voice breaks alot,, and battery life is not good you can opt other tws also,,there are more better options in the market available","{""voice"": -0.9165029184594973}",what's bad about voice?,voice breaks alot,0.806799114,"['voice', 'alot']",[],['breaks']
B087DH51VB,R1VTKDV7XCJ3G7,purchase,FALSE,0,do not buy,"{""buy"": 0.0}",,,,[],[],[]
B087DH51VB,R3FHQ5NJCKW1LE,ear bud,TRUE,-0.485106315,"bluetooth connection issues and one ear bud some times does not work... one ear bud has connection issue, some times it works some times not audio quality is average no noise cancellation overall average product","{""ear bud"": -0.4851063150996745}",what's bad about ear bud?,connection issue,0.419601172,"['connection', 'issue']",[],[]
B087DH51VB,R3FHQ5NJCKW1LE,price,TRUE,-0.965815922,i would recommend to go for a better option in this price range,"{""price range"": -0.9658159216061948}",what's bad about price range?,i would recommend to go for a better option,0.001672114,['option'],['better'],"['would', 'recommend', 'go']"
B087DH51VB,R13UPUTYERV7LT,fit,TRUE,0.013270606,fit is very comfortable but i would b very scared of losing them in a local crowded train each ear bud can connect to a single device independently such that both may be used simultaneously with respective devices,"{""fit"": 0.013270606342909108}",,,,[],[],[]
B087DH51VB,R87MY9WWLYWVH,please,FALSE,-0.889021041,please do not take in free also,"{""please"": -0.8890210407305026}",what's bad about please?,please do not take in free,0.184435502,[],['free'],['take']
B087DH51VB,R8Y1837C0CJ21,price,TRUE,0.976822647,worth the money,"{""money"": 0.9768226471747619}",what's good about money?,worth the money,0.397513419,['money'],['worth'],[]
B087DH51VB,R3FHQ5NJCKW1LE,noise cancellation,TRUE,0.015864546,"one ear bud has connection issue, some times it works some times not audio quality is average no noise cancellation overall average product","{""noise cancellation"": 0.015864546268340662}",,,,[],[],[]
B087DH51VB,R3FHQ5NJCKW1LE,quality,TRUE,0.005524333,"one ear bud has connection issue, some times it works some times not audio quality is average no noise cancellation overall average product","{""quality"": 0.005524332580791325}",,,,[],[],[]
B087DH51VB,R1JVPASOQWSW97,price,TRUE,0.503954694,"great budget tws ear phones to buy... overall product is great, and has good bqttery life it also charges fast got is for 2500 on amazon sale so price wise it is worth it","{""price"": 0.991421424721812, ""budget"": 0.01648796392728527}",what's good about price?,it is worth it,0.354133278,[],['worth'],[]
B087DH51VB,R18JCXUAG2QADG,battery,TRUE,-0.978822758,"quality is not as per the mark,, voice breaks alot,, and battery life is not good you can opt other tws also,,there are more better options in the market available","{""battery life"": -0.9788227580351816}",what's bad about battery life?,battery life is not good,0.499544978,"['battery', 'life']",['good'],[]
B087DH51VB,R18JCXUAG2QADG,quality,TRUE,-0.940191983,"quality issues... quality is not as per the mark,, voice breaks alot,, and battery life is not good you can opt other tws also,,there are more better options in the market available","{""quality"": -0.9401919828722084}",what's bad about quality?,quality is not as per the mark,0.359759271,"['quality', 'mark']",[],[]
B087DH51VB,R8Y1837C0CJ21,call,TRUE,0.493958933,i already have an in ear type tws and was looking for something more comfortable to wear for a long time and better while taking calls ... there was no distortion or breaks during calls and the person at the other end never complained about the call quality,"{""call"": 0.019772627620721628, ""call quality"": 0.968145238420733}",what's good about call?,there was no distortion or breaks during calls,0.335393399,"['distortion', 'breaks', 'calls']",[],[]
B087DH51VB,R8Y1837C0CJ21,music,TRUE,0.937597426,sound clarity is really good and it is good for watching movies or listening to music,"{""music"": 0.9375974263844133}",what's good about music?,sound clarity,0.352685809,['clarity'],['sound'],[]
B087DH51VB,R8Y1837C0CJ21,ear pod,FALSE,-0.887974964,"if you want an earpod with heavy bass and high volume, and also if you expect it to stick to your ear when you go running or when you fall down, do not buy this","{""ear pod"": -0.8879749639458414}",what's bad about ear pod?,stick to your ear when you go running or when you fall down,0.048359383,['ear'],[],"['stick', 'go', 'running', 'fall']"
B087DH51VB,R8Y1837C0CJ21,experience,TRUE,0.999425358,i have used it for more than a month and my experience has been good,"{""experience"": 0.9994253582781514}",what's good about experience?,my experience,0.089359812,['experience'],[],[]
B087DH51VB,R3FHQ5NJCKW1LE,audio,FALSE,0.006282252,"one ear bud has connection issue, some times it works some times not audio quality is average no noise cancellation overall average product","{""audio"": 0.006282252442216502}",,,,[],[],[]
B087DH51VB,R13UPUTYERV7LT,ear bud,TRUE,0.010678103,fit is very comfortable but i would b very scared of losing them in a local crowded train each ear bud can connect to a single device independently such that both may be used simultaneously with respective devices,"{""ear bud"": 0.010678102596267613}",,,,[],[],[]
B087DH51VB,R127F7OMUF3B3I,volume,TRUE,-0.941215209,"they mentioned about 4 hours battery backup on buds, but getting only about 2 hours on 50:% volume","{""volume"": -0.9412152085714012}",what's bad about volume?,getting only about 2 hours on 50:%,0.068296373,['hours'],[],['getting']
B087DH51VB,R8Y1837C0CJ21,battery,TRUE,0.961946561,"the battery backup is as promised, 4 to 5hrs","{""battery backup"": 0.9619465611905775}",what's good about battery backup?,4 to 5hrs,0.323442757,[],[],[]
B087DH51VB,R3FHQ5NJCKW1LE,bluetooth connection,FALSE,-0.977711323,bluetooth connection issues and one ear bud some times does not work,"{""bluetooth connection"": -0.9777113231198988}",what's bad about bluetooth connection?,issues,0.460561365,['issues'],[],[]
B087DH51VB,R3FHQ5NJCKW1LE,option,TRUE,0.893442529,i would recommend to go for a better option in this price range,"{""option"": 0.8934425286208325}",what's good about option?,i would recommend to go for a better option,0.006954289,['option'],['better'],"['would', 'recommend', 'go']"
B087DH51VB,RNV4WY7SISZOH,vocal,TRUE,-0.023845955,v r getting double voice ... main thing is v r getting double voice n not clear,"{""voice"": -0.023845955005677766}",,,,[],[],[]
B087DH51VB,R8Y1837C0CJ21,time,FALSE,0,i already have an in ear type tws and was looking for something more comfortable to wear for a long time and better while taking calls,"{""time"": 0.0}",,,,[],[],[]
B087DH51VB,R8Y1837C0CJ21,volume,TRUE,0.004232444,"so, there is no point in comparing the bass or sound quality or volume with those... if you want an earpod with heavy bass and high volume , and also if you expect it to stick to your ear when you go running or when you fall down, do not buy this","{""volume"": 0.004232444026398996}",,,,[],[],[]
B087DH51VB,R18JCXUAG2QADG,option,TRUE,0.010461621,"quality is not as per the mark,, voice breaks alot,, and battery life is not good you can opt other tws also,,there are more better options in the market available","{""option"": 0.010461620912579045}",,,,[],[],[]
B087DH51VB,R8Y1837C0CJ21,pairing,FALSE,0.965771065,the pairing with the mobile is quick,"{""pairing"": 0.9657710652206748}",what's good about pairing?,quick,0.90868777,[],['quick'],[]
B087DH51VB,R8Y1837C0CJ21,case,TRUE,0.993661099,this one is good in both these cases,"{""case"": 0.9936610985020962}",what's good about case?,this one is good in both,0.086422555,['one'],['good'],[]
B087DH51VB,R8Y1837C0CJ21,fit,TRUE,0.003993972,i think the design will fit the ears of most of the people,"{""fit"": 0.003993971849674899}",,,,[],[],[]
B087DH51VB,R8Y1837C0CJ21,one ear,FALSE,0.005307889,"with the silicon tipped ear buds, if you use only in one ear , it is quite uncomfortable as that ear will be completely blocked and the other completely free","{""one ear"": 0.00530788910030644}",,,,[],[],[]
B087DH51VB,R3FHQ5NJCKW1LE,connectivity issue,FALSE,0.006355375,"one ear bud has connection issue , some times it works some times not audio quality is average no noise cancellation overall average product","{""connectivity issue"": 0.006355375418155423}",,,,[],[],[]
B087DH51VB,R1VTKDV7XCJ3G7,sound quality,TRUE,-0.996222759,"bad product sound echo, people complaint not good for taking calls","{""sound"": -0.9962227589435622}",what's bad about sound?,sound echo,0.38590607,"['sound', 'echo']",[],[]
B087DH51VB,R8Y1837C0CJ21,ear,TRUE,0.159523284,"the first thing to consider is that, people who buy this are those who do not want the silicon tipped in- ear type ear phones... also there is no pain in the ear after prolonged use... i think the design will fit the ears of most of the people... if you want an earpod with heavy bass and high volume, and also if you expect it to stick to your ear when you go running or when you fall down, do not buy this... i already have an in ear type tws and was looking for something more comfortable to wear for a long time and better while taking calls... with the silicon tipped ear buds, if you use only in one ear, it is quite uncomfortable as that ear will be completely blocked and the other completely free","{""ear"": 0.15952328435643023}",,,,[],[],[]
B087DH51VB,R8Y1837C0CJ21,hour,FALSE,0.90055954,"the battery backup is as promised, 4 to 5 hrs","{""hour"": 0.9005595394672805}",what's good about hour?,the battery backup,0.173141211,"['battery', 'backup']",[],[]
B087DH51VB,R8Y1837C0CJ21,silicon,FALSE,0.025456761,"the first thing to consider is that, people who buy this are those who do not want the silicon tipped in-ear type ear phones... with the silicon tipped ear buds, if you use only in one ear, it is quite uncomfortable as that ear will be completely blocked and the other completely free","{""silicon"": 0.02545676139665433}",,,,[],[],[]
B087DH51VB,R8Y1837C0CJ21,sound,TRUE,0.486105107,sound clarity is really good and it is good for watching movies or listening to music... so there is no point in comparing the bass or sound quality or volume with those,"{""sound"": 0.486105107102728}",what's good about sound?,clarity,0.690765679,['clarity'],[],[]
B087DH51VB,R3IA6DAORTBHTU,experience,TRUE,-0.998989106,worst experience,"{""experience"": -0.998989106323432}",what's bad about experience?,worst experience,0.309583902,['experience'],['worst'],[]
B087DH51VB,R8Y1837C0CJ21,heavy,TRUE,0.95527334,"if you want an earpod with heavy bass and high volume, and also if you expect it to stick to your ear when you go running or when you fall down, do not buy this","{""heavy"": 0.955273339954017}",what's good about heavy?,bass and high volume,0.05183886,"['bass', 'volume']",['high'],[]
B087DH51VB,R8Y1837C0CJ21,design,TRUE,0.933188088,i think the design will fit the ears of most of the people,"{""design"": 0.9331880878660039}",what's good about design?,will fit the ears,0.322032154,['ears'],[],"['will', 'fit']"
B087DH51VB,R8Y1837C0CJ21,people,FALSE,0.486351541,"the first thing to consider is that, people who buy this are those who do not want the silicon tipped in-ear type ear phones... i think the design will fit the ears of most of the people","{""people"": 0.4863515409231097}",what's good about people?,the design will fit the ears,0.120479934,"['design', 'ears']",[],"['will', 'fit']"
B087DH51VB,R13UPUTYERV7LT,sound quality,TRUE,0.96359971,call quality in a quiet room is totally fine but not tried outdoors sound quality is good enough good comfort,"{""sound quality"": 0.9635997104342848}",what's good about sound quality?,good comfort,0.548537374,['comfort'],['good'],[]
B087DH51VB,R127F7OMUF3B3I,ear bud,TRUE,0.029139052,"they mentioned about 4 hours battery backup on buds , but getting only about 2 hours on 50:% volume","{""bud"": 0.029139052311224434}",,,,[],[],[]
B087DH51VB,R18JCXUAG2QADG,market,FALSE,0.024475375,"quality is not as per the mark,, voice breaks alot,, and battery life is not good you can opt other tws also,,there are more better options in the market available","{""market"": 0.024475375243561748}",,,,[],[],[]
B087DH51VB,R8Y1837C0CJ21,point,FALSE,-0.959578512,"so, there is no point in comparing the bass or sound quality or volume with those","{""point"": -0.959578511785951}",what's bad about point?,there is no point,0.102189049,['point'],[],[]
B087DH51VB,R127F7OMUF3B3I,battery,TRUE,0.014845199,"poor battery backup ... they mentioned about 4 hours battery backup on buds, but getting only about 2 hours on 50:% volume","{""battery backup"": 0.0148451987640551}",,,,[],[],[]
B087DH51VB,R1VTKDV7XCJ3G7,connectivity,TRUE,-0.90358795,shows connecting problem frequently and does not pair with two items togethet,"{""connect"": -0.9035879498509558}",what's bad about connect?,does not pair with two items,0.115479879,['items'],[],['pair']
B087DH51VB,R8Y1837C0CJ21,quality,TRUE,0.662782726,built quality is good and overall it feels premium... so there is no point in comparing the bass or sound quality or volume with those... there was no distortion or breaks during calls and the person at the other end never complained about the call quality,"{""quality"": 0.6627827255663835}",what's good about quality?,built quality is good and overall it feels premium,0.301323533,"['quality', 'premium']","['good', 'overall']","['built', 'feels']"
B087DH51VB,R8Y1837C0CJ21,end,FALSE,0.03883142,there was no distortion or breaks during calls and the person at the other end never complained about the call quality,"{""end"": 0.03883142022305469}",,,,[],[],[]
B087DH51VB,R1VTKDV7XCJ3G7,call,TRUE,-0.974611375,"bad product sound echo, people complaint not good for taking calls","{""call"": -0.9746113752081886}",what's bad about call?,bad product sound echo,0.688263953,"['product', 'sound', 'echo']",['bad'],[]
B087DH51VB,R8Y1837C0CJ21,ear bud,TRUE,0.009533659,"with the silicon tipped ear buds , if you use only in one ear, it is quite uncomfortable as that ear will be completely blocked and the other completely free","{""ear bud"": 0.00953365916757598}",,,,[],[],[]
B087DH51VB,R13UPUTYERV7LT,device,TRUE,0.88826821,fit is very comfortable but i would b very scared of losing them in a local crowded train each ear bud can connect to a single device independently such that both may be used simultaneously with respective devices ... but both cannot connect to 2 devices simultaneously almost a deal breaker is one cannot even control to skip to next or previous track,"{""device"": 0.888268210424368}",what's good about device?,fit is very comfortable,0.072136886,['fit'],['comfortable'],[]
B087DH51VB,R8Y1837C0CJ21,purchase,FALSE,0.019735363,"the first thing to consider is that, people who buy this are those who do not want the silicon tipped in-ear type ear phones... if you want an earpod with heavy bass and high volume, and also if you expect it to stick to your ear when you go running or when you fall down, do not buy this","{""buy"": 0.019735363093599773}",,,,[],[],[]
